n_total,freq_knots,likelihood,repeat,mse,coverage,ci_width,native_mse,wall_time_s,rhat,neff
2304,8,mp,22,0.05896609987925876,0.9344444444444444,0.8882571422555458,0.5519706766123208,11.84848853800213,1.004329823036981,378.13335531866227
2304,8,mp,23,0.07058395677016178,0.9080555555555555,0.8696417034337335,0.5598486535838691,11.742439633002505,1.0085508599612398,216.56012797324988
2304,8,mp,24,0.04370577772612514,0.9680555555555556,0.8833491296324243,0.5317154887427329,11.428080059005879,1.0136747178649523,187.9883413653998
2304,8,mp,25,0.04731280952287728,0.9494444444444444,0.887247830993042,0.5382298369156191,11.797226406997652,1.0060252719436493,109.30930272514561
2304,8,mp,26,0.04416224980322881,0.9655555555555555,0.8851035708021462,0.5493693324458949,11.731130746004055,1.0040573822168877,320.63975748464435
2304,8,mp,27,0.045788280989772216,0.9786111111111111,0.8710647883784196,0.5503601721909723,11.353671393997502,1.0002719715787314,216.93677229281812
2304,8,mp,28,0.07327210089538691,0.8883333333333333,0.8732433783952959,0.557193738949504,11.465388185999473,1.0027427276454373,175.73700300953246
2304,8,mp,29,0.05982861781116006,0.9069444444444444,0.8762696450308691,0.5458501277521313,11.639110046002315,0.999141152274452,354.20311363941715
4608,8,wdm,0,0.03731642936458347,0.9427777777777778,0.7202922598236552,0.05684101727620477,21.508769130989094,1.0022871151999098,318.2387608317505
4608,8,wdm,1,0.044988007131805445,0.9133333333333333,0.7179024172819115,0.05716841814039362,16.689060620003147,1.0079831943698696,429.8877468004764
4608,8,wdm,2,0.035344415376477964,0.9433333333333334,0.7241258004863074,0.05341317616322376,16.72342539600504,1.000271665399267,354.5918352124016
4608,8,wdm,3,0.03399155865758017,0.9455555555555556,0.7174722936356426,0.05857080650823084,16.464416200004052,1.0079745690936583,227.94979931144343
4608,8,wdm,4,0.03400701089983545,0.9436111111111111,0.7178174312266535,0.05153935889925188,17.19222636699851,1.0058223175001042,420.89324172041376
